call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc,duration_ordinal,intent_account,intent_billing,intent_complaint,intent_delivery,intent_login,intent_network,intent_payment,intent_refund,intent_subscription,intent_technical,talk_time_ratio,interruption_count,resolution_flag,avg_agent_words,avg_customer_words,mean_sentiment,last_20_sentiment,std_sentiment,empathy_density,apology_count,transfer_count,duration_deviation,intent_account,intent_billing,intent_complaint,intent_delivery,intent_login,intent_network,intent_payment,intent_refund,intent_subscription,intent_technical,repeat_contact,call_id
1370,complaint,588,1.21,41,Turn 1: CUSTOMER: I called yesterday also | Turn 2: AGENT: I completely understand | Turn 3: CUSTOMER: this is annoying honestly | Turn 4: AGENT: glad to help | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: we are working on it | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: I can help you with that | Turn 9: CUSTOMER: my issue is still not fixed | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: I already tried that | Turn 12: AGENT: I am looking into your issue | Turn 13: CUSTOMER: this keeps happening | Turn 14: AGENT: thank you for calling | Turn 15: CUSTOMER: okay that helps | Turn 16: AGENT: thank you for calling | Turn 17: CUSTOMER: still confused | Turn 18: AGENT: glad to help | Turn 19: CUSTOMER: still confused | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: we are working on it | Turn 23: CUSTOMER: finally someone answered | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: happy to resolve this | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: we will fix this | Turn 29: CUSTOMER: finally someone answered | Turn 30: AGENT: please hold for a moment | Turn 31: CUSTOMER: this is really frustrating | Turn 32: AGENT: I will resolve this for you | Turn 33: CUSTOMER: why is this happening again | Turn 34: AGENT: thank you for calling | Turn 35: CUSTOMER: I already tried that | Turn 36: AGENT: thank you for calling | Turn 37: CUSTOMER: this is really frustrating | Turn 38: AGENT: this should work now | Turn 39: CUSTOMER: please check again | Turn 40: AGENT: I am looking into your issue | Turn 41: CUSTOMER: this should not happen,5,high,resolved,no,fall,,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,True,False,False,False,False,False,False,False,no,1370
1310,complaint,406,0.83,37,Turn 1: CUSTOMER: I don't understand the problem | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: this is annoying honestly | Turn 4: AGENT: let me check that for you | Turn 5: CUSTOMER: really appreciate your help | Turn 6: AGENT: thanks for waiting | Turn 7: CUSTOMER: this should not happen | Turn 8: AGENT: thanks for waiting | Turn 9: CUSTOMER: this keeps happening | Turn 10: AGENT: I appreciate your patience | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: glad to help | Turn 13: CUSTOMER: I waited so long | Turn 14: AGENT: we are working on it | Turn 15: CUSTOMER: please check again | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: I am getting upset now | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: this is taking too long | Turn 20: AGENT: I apologize for the inconvenience | Turn 21: CUSTOMER: I need this resolved today | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: I don't understand the problem | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: we will fix this | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: thank you for your patience | Turn 29: CUSTOMER: why is this happening again | Turn 30: AGENT: let me check that for you | Turn 31: CUSTOMER: still confused | Turn 32: AGENT: I completely understand | Turn 33: CUSTOMER: still confused | Turn 34: AGENT: let me check that for you | Turn 35: CUSTOMER: why is this happening again | Turn 36: AGENT: is there anything else | Turn 37: CUSTOMER: I am not happy with the service,1,low,unresolved,no,fall,,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,True,False,False,False,False,False,False,False,no,1310
593,account,537,1.28,29,Turn 1: CUSTOMER: thanks that solved it | Turn 2: AGENT: let me check that for you | Turn 3: CUSTOMER: please check again | Turn 4: AGENT: this should work now | Turn 5: CUSTOMER: still confused | Turn 6: AGENT: please hold for a moment | Turn 7: CUSTOMER: can you please help me | Turn 8: AGENT: thanks for waiting | Turn 9: CUSTOMER: this is taking too long | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: this keeps happening | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: I am not happy with the service | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: this should not happen | Turn 16: AGENT: glad to help | Turn 17: CUSTOMER: this is taking too long | Turn 18: AGENT: this should work now | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: I already tried that | Turn 24: AGENT: I appreciate your patience | Turn 25: CUSTOMER: finally someone answered | Turn 26: AGENT: let me check that for you | Turn 27: CUSTOMER: I need this resolved today | Turn 28: AGENT: I will resolve this for you | Turn 29: CUSTOMER: I need this resolved today,2,low,unresolved,no,rise,,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,True,False,False,False,False,False,False,False,False,False,no,593
1660,complaint,437,0.9,34,Turn 1: CUSTOMER: still confused | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: I am getting upset now | Turn 4: AGENT: sorry for the trouble | Turn 5: CUSTOMER: this is annoying honestly | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: thanks for the support | Turn 8: AGENT: please hold for a moment | Turn 9: CUSTOMER: still confused | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: my issue is still not fixed | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: really appreciate your help | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: nothing is working | Turn 16: AGENT: your issue is important to us | Turn 17: CUSTOMER: I don't understand the problem | Turn 18: AGENT: we are working on it | Turn 19: CUSTOMER: this keeps happening | Turn 20: AGENT: happy to resolve this | Turn 21: CUSTOMER: finally someone answered | Turn 22: AGENT: I will escalate this | Turn 23: CUSTOMER: this is taking too long | Turn 24: AGENT: I understand your frustration | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: I completely understand | Turn 27: CUSTOMER: really appreciate your help | Turn 28: AGENT: your issue is important to us | Turn 29: CUSTOMER: can you please help me | Turn 30: AGENT: I completely understand | Turn 31: CUSTOMER: I need this resolved today | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: third time calling | Turn 34: AGENT: is there anything else,1,low,unresolved,yes,v_shape,,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,True,False,False,False,False,False,False,False,yes,1660
1874,payment,392,0.97,25,Turn 1: CUSTOMER: I called yesterday also | Turn 2: AGENT: I understand your frustration | Turn 3: CUSTOMER: this is annoying honestly | Turn 4: AGENT: we will fix this | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: we will fix this | Turn 7: CUSTOMER: this is taking too long | Turn 8: AGENT: thank you for your patience | Turn 9: CUSTOMER: can you please help me | Turn 10: AGENT: thanks for waiting | Turn 11: CUSTOMER: this makes no sense | Turn 12: AGENT: thank you for your patience | Turn 13: CUSTOMER: this is really frustrating | Turn 14: AGENT: I will escalate this | Turn 15: CUSTOMER: can you please help me | Turn 16: AGENT: we will fix this | Turn 17: CUSTOMER: this makes no sense | Turn 18: AGENT: I will escalate this | Turn 19: CUSTOMER: I don't understand the problem | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: third time calling | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: this is taking too long | Turn 24: AGENT: this should work now | Turn 25: CUSTOMER: this is really frustrating,2,low,unresolved,yes,fall,,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,True,False,False,False,yes,1874
45,network,497,1.24,48,Turn 1: CUSTOMER: okay that helps | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: I don't understand the problem | Turn 4: AGENT: is there anything else | Turn 5: CUSTOMER: thanks for the support | Turn 6: AGENT: this should work now | Turn 7: CUSTOMER: okay that helps | Turn 8: AGENT: please hold for a moment | Turn 9: CUSTOMER: please check again | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: finally someone answered | Turn 12: AGENT: let me check that for you | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: I apologize for the inconvenience | Turn 15: CUSTOMER: please check again | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: this is taking too long | Turn 18: AGENT: is there anything else | Turn 19: CUSTOMER: my issue is still not fixed | Turn 20: AGENT: this should work now | Turn 21: CUSTOMER: I don't understand the problem | Turn 22: AGENT: I can help you with that | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: thanks for waiting | Turn 25: CUSTOMER: thanks for the support | Turn 26: AGENT: let me check that for you | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: I completely understand | Turn 29: CUSTOMER: I called yesterday also | Turn 30: AGENT: we will fix this | Turn 31: CUSTOMER: I called yesterday also | Turn 32: AGENT: is there anything else | Turn 33: CUSTOMER: nothing is working | Turn 34: AGENT: I will escalate this | Turn 35: CUSTOMER: I need this resolved today | Turn 36: AGENT: I appreciate your patience | Turn 37: CUSTOMER: I don't understand the problem | Turn 38: AGENT: is there anything else | Turn 39: CUSTOMER: my issue is still not fixed | Turn 40: AGENT: I apologize for the inconvenience | Turn 41: CUSTOMER: why is this happening again | Turn 42: AGENT: we are working on it | Turn 43: CUSTOMER: okay that helps | Turn 44: AGENT: let me check that for you | Turn 45: CUSTOMER: my issue is still not fixed | Turn 46: AGENT: we are working on it | Turn 47: CUSTOMER: this is taking too long | Turn 48: AGENT: thanks for waiting,5,high,resolved,no,rise,,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,True,False,False,False,False,no,45
2380,complaint,544,1.12,38,Turn 1: CUSTOMER: I am getting upset now | Turn 2: AGENT: I apologize for the inconvenience | Turn 3: CUSTOMER: thanks that solved it | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: really appreciate your help | Turn 6: AGENT: please hold for a moment | Turn 7: CUSTOMER: I already tried that | Turn 8: AGENT: I completely understand | Turn 9: CUSTOMER: thanks that solved it | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: still confused | Turn 12: AGENT: I will resolve this for you | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: your issue is important to us | Turn 15: CUSTOMER: okay that helps | Turn 16: AGENT: your issue is important to us | Turn 17: CUSTOMER: really appreciate your help | Turn 18: AGENT: sorry for the trouble | Turn 19: CUSTOMER: this should not happen | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: nothing is working | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: nothing is working | Turn 24: AGENT: I will resolve this for you | Turn 25: CUSTOMER: really appreciate your help | Turn 26: AGENT: I will resolve this for you | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: I can help you with that | Turn 29: CUSTOMER: I am not happy with the service | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: nothing is working | Turn 32: AGENT: let me check that for you | Turn 33: CUSTOMER: thanks that solved it | Turn 34: AGENT: I can help you with that | Turn 35: CUSTOMER: third time calling | Turn 36: AGENT: I will resolve this for you | Turn 37: CUSTOMER: my issue is still not fixed | Turn 38: AGENT: is there anything else,4,high,resolved,yes,v_shape,,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,True,False,False,False,False,False,False,False,yes,2380
1839,login,311,0.77,38,Turn 1: CUSTOMER: I called yesterday also | Turn 2: AGENT: sorry for the trouble | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: thanks that solved it | Turn 6: AGENT: sorry for the trouble | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: finally someone answered | Turn 10: AGENT: your issue is important to us | Turn 11: CUSTOMER: really appreciate your help | Turn 12: AGENT: your issue is important to us | Turn 13: CUSTOMER: this makes no sense | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: please hold for a moment | Turn 17: CUSTOMER: this makes no sense | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: nothing is working | Turn 20: AGENT: this should work now | Turn 21: CUSTOMER: this is taking too long | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: I am getting upset now | Turn 24: AGENT: sorry for the trouble | Turn 25: CUSTOMER: this keeps happening | Turn 26: AGENT: please hold for a moment | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: why is this happening again | Turn 30: AGENT: this should work now | Turn 31: CUSTOMER: I called yesterday also | Turn 32: AGENT: I am looking into your issue | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: thank you for your patience | Turn 35: CUSTOMER: I called yesterday also | Turn 36: AGENT: I am looking into your issue | Turn 37: CUSTOMER: I need this resolved today | Turn 38: AGENT: your issue is important to us,3,medium,unresolved,no,flat,,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,True,False,False,False,False,False,no,1839
459,login,475,1.18,45,Turn 1: CUSTOMER: I called yesterday also | Turn 2: AGENT: we are working on it | Turn 3: CUSTOMER: please check again | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: finally someone answered | Turn 6: AGENT: please hold for a moment | Turn 7: CUSTOMER: this keeps happening | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: this should not happen | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: I waited so long | Turn 12: AGENT: let me verify your details | Turn 13: CUSTOMER: third time calling | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: this should not happen | Turn 16: AGENT: thank you for your patience | Turn 17: CUSTOMER: why is this happening again | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: this keeps happening | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: this is really frustrating | Turn 24: AGENT: thank you for calling | Turn 25: CUSTOMER: this is really frustrating | Turn 26: AGENT: we will fix this | Turn 27: CUSTOMER: okay that helps | Turn 28: AGENT: I understand your frustration | Turn 29: CUSTOMER: I waited so long | Turn 30: AGENT: I will resolve this for you | Turn 31: CUSTOMER: finally someone answered | Turn 32: AGENT: glad to help | Turn 33: CUSTOMER: my issue is still not fixed | Turn 34: AGENT: I completely understand | Turn 35: CUSTOMER: can you please help me | Turn 36: AGENT: is there anything else | Turn 37: CUSTOMER: I am getting upset now | Turn 38: AGENT: is there anything else | Turn 39: CUSTOMER: can you please help me | Turn 40: AGENT: your issue is important to us | Turn 41: CUSTOMER: I am not happy with the service | Turn 42: AGENT: your issue is important to us | Turn 43: CUSTOMER: my issue is still not fixed | Turn 44: AGENT: thank you for calling | Turn 45: CUSTOMER: this keeps happening,3,medium,unresolved,no,flat,,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,True,False,False,False,False,False,no,459
1061,billing,604,1.23,49,Turn 1: CUSTOMER: this is annoying honestly | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: I don't understand the problem | Turn 4: AGENT: we will fix this | Turn 5: CUSTOMER: can you please help me | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: thanks that solved it | Turn 8: AGENT: I completely understand | Turn 9: CUSTOMER: nothing is working | Turn 10: AGENT: this should work now | Turn 11: CUSTOMER: thanks that solved it | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: this should not happen | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: this should not happen | Turn 16: AGENT: glad to help | Turn 17: CUSTOMER: I am getting upset now | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: I am not happy with the service | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: really appreciate your help | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: still confused | Turn 24: AGENT: thanks for waiting | Turn 25: CUSTOMER: thanks for the support | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: this keeps happening | Turn 28: AGENT: I completely understand | Turn 29: CUSTOMER: this is taking too long | Turn 30: AGENT: please hold for a moment | Turn 31: CUSTOMER: can you please help me | Turn 32: AGENT: I understand your frustration | Turn 33: CUSTOMER: I need this resolved today | Turn 34: AGENT: I will resolve this for you | Turn 35: CUSTOMER: please check again | Turn 36: AGENT: I will escalate this | Turn 37: CUSTOMER: I am getting upset now | Turn 38: AGENT: thanks for waiting | Turn 39: CUSTOMER: I waited so long | Turn 40: AGENT: thank you for calling | Turn 41: CUSTOMER: thanks that solved it | Turn 42: AGENT: your issue is important to us | Turn 43: CUSTOMER: third time calling | Turn 44: AGENT: I am looking into your issue | Turn 45: CUSTOMER: this is really frustrating | Turn 46: AGENT: I appreciate your patience | Turn 47: CUSTOMER: thanks for the support | Turn 48: AGENT: happy to resolve this | Turn 49: CUSTOMER: I already tried that,4,high,resolved,no,rise,,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,True,False,False,False,False,False,False,False,False,no,1061
62,technical,586,1.12,40,Turn 1: CUSTOMER: I waited so long | Turn 2: AGENT: I will escalate this | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: I apologize for the inconvenience | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: I will resolve this for you | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: thanks for waiting | Turn 9: CUSTOMER: why is this happening again | Turn 10: AGENT: we will fix this | Turn 11: CUSTOMER: still confused | Turn 12: AGENT: I can help you with that | Turn 13: CUSTOMER: I already tried that | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: please hold for a moment | Turn 17: CUSTOMER: third time calling | Turn 18: AGENT: I will resolve this for you | Turn 19: CUSTOMER: thanks for the support | Turn 20: AGENT: I apologize for the inconvenience | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: please check again | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: why is this happening again | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: I already tried that | Turn 28: AGENT: I apologize for the inconvenience | Turn 29: CUSTOMER: this should not happen | Turn 30: AGENT: I will escalate this | Turn 31: CUSTOMER: I don't understand the problem | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: why is this happening again | Turn 34: AGENT: let me check that for you | Turn 35: CUSTOMER: I need this resolved today | Turn 36: AGENT: happy to resolve this | Turn 37: CUSTOMER: thanks that solved it | Turn 38: AGENT: let me verify your details | Turn 39: CUSTOMER: this should not happen | Turn 40: AGENT: your issue is important to us,1,low,unresolved,yes,fall,,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,True,yes,62
1822,technical,351,0.67,45,Turn 1: CUSTOMER: my issue is still not fixed | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: this is really frustrating | Turn 4: AGENT: sorry for the trouble | Turn 5: CUSTOMER: this is taking too long | Turn 6: AGENT: I am looking into your issue | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: nothing is working | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: this keeps happening | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: I called yesterday also | Turn 14: AGENT: I am looking into your issue | Turn 15: CUSTOMER: my issue is still not fixed | Turn 16: AGENT: I am looking into your issue | Turn 17: CUSTOMER: I called yesterday also | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: I waited so long | Turn 20: AGENT: I apologize for the inconvenience | Turn 21: CUSTOMER: still confused | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: please check again | Turn 24: AGENT: let me check that for you | Turn 25: CUSTOMER: still confused | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: your issue is important to us | Turn 29: CUSTOMER: finally someone answered | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: third time calling | Turn 32: AGENT: your issue is important to us | Turn 33: CUSTOMER: this keeps happening | Turn 34: AGENT: I will resolve this for you | Turn 35: CUSTOMER: third time calling | Turn 36: AGENT: I apologize for the inconvenience | Turn 37: CUSTOMER: third time calling | Turn 38: AGENT: thank you for your patience | Turn 39: CUSTOMER: thanks that solved it | Turn 40: AGENT: your issue is important to us | Turn 41: CUSTOMER: I waited so long | Turn 42: AGENT: glad to help | Turn 43: CUSTOMER: thanks that solved it | Turn 44: AGENT: let me check that for you | Turn 45: CUSTOMER: my issue is still not fixed,3,medium,unresolved,no,fall,,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,True,no,1822
2124,payment,501,1.24,47,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: I can help you with that | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: I appreciate your patience | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: I will escalate this | Turn 7: CUSTOMER: this is annoying honestly | Turn 8: AGENT: I understand your frustration | Turn 9: CUSTOMER: I don't understand the problem | Turn 10: AGENT: I completely understand | Turn 11: CUSTOMER: I waited so long | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: sorry for the trouble | Turn 15: CUSTOMER: I don't understand the problem | Turn 16: AGENT: I am looking into your issue | Turn 17: CUSTOMER: thanks for the support | Turn 18: AGENT: I completely understand | Turn 19: CUSTOMER: okay that helps | Turn 20: AGENT: we will fix this | Turn 21: CUSTOMER: third time calling | Turn 22: AGENT: thank you for calling | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: can you please help me | Turn 26: AGENT: I will escalate this | Turn 27: CUSTOMER: this should not happen | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: I am getting upset now | Turn 30: AGENT: I am looking into your issue | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: let me check that for you | Turn 33: CUSTOMER: thanks that solved it | Turn 34: AGENT: let me verify your details | Turn 35: CUSTOMER: this is taking too long | Turn 36: AGENT: we will fix this | Turn 37: CUSTOMER: this is annoying honestly | Turn 38: AGENT: happy to resolve this | Turn 39: CUSTOMER: okay that helps | Turn 40: AGENT: thanks for waiting | Turn 41: CUSTOMER: I need this resolved today | Turn 42: AGENT: glad to help | Turn 43: CUSTOMER: thanks that solved it | Turn 44: AGENT: I understand your frustration | Turn 45: CUSTOMER: okay that helps | Turn 46: AGENT: I understand your frustration | Turn 47: CUSTOMER: I don't understand the problem,1,low,unresolved,yes,v_shape,,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,True,False,False,False,yes,2124
132,technical,615,1.18,47,Turn 1: CUSTOMER: I am getting upset now | Turn 2: AGENT: I apologize for the inconvenience | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: please hold for a moment | Turn 5: CUSTOMER: can you please help me | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: this is annoying honestly | Turn 8: AGENT: let me check that for you | Turn 9: CUSTOMER: I don't understand the problem | Turn 10: AGENT: this should work now | Turn 11: CUSTOMER: third time calling | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: I am not happy with the service | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: I need this resolved today | Turn 16: AGENT: is there anything else | Turn 17: CUSTOMER: nothing is working | Turn 18: AGENT: thank you for calling | Turn 19: CUSTOMER: this keeps happening | Turn 20: AGENT: thank you for calling | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: thanks for waiting | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: I completely understand | Turn 27: CUSTOMER: I already tried that | Turn 28: AGENT: thank you for calling | Turn 29: CUSTOMER: I am getting upset now | Turn 30: AGENT: I will resolve this for you | Turn 31: CUSTOMER: can you please help me | Turn 32: AGENT: we are working on it | Turn 33: CUSTOMER: I already tried that | Turn 34: AGENT: we will fix this | Turn 35: CUSTOMER: thanks that solved it | Turn 36: AGENT: thank you for calling | Turn 37: CUSTOMER: thanks that solved it | Turn 38: AGENT: your issue is important to us | Turn 39: CUSTOMER: thanks for the support | Turn 40: AGENT: we will fix this | Turn 41: CUSTOMER: thanks that solved it | Turn 42: AGENT: I will escalate this | Turn 43: CUSTOMER: I need this resolved today | Turn 44: AGENT: I apologize for the inconvenience | Turn 45: CUSTOMER: this makes no sense | Turn 46: AGENT: thank you for calling | Turn 47: CUSTOMER: this keeps happening,2,low,unresolved,no,v_shape,,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,True,no,132
